Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
06/25/2020,ECOZ,AAPL,037833100,APPLE INC,392.00,360.060000,141143.52,3.01%,4686325.00,175000,7,
06/25/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,511.00,95.140000,48616.54,1.04%,4686325.00,175000,7,
06/25/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,630.00,98.840000,62269.20,1.33%,4686325.00,175000,7,
06/25/2020,ECOZ,ABT,002824100,ABBOTT LABS,1114.00,87.300000,97252.20,2.08%,4686325.00,175000,7,
06/25/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,175.00,201.840000,35322.00,0.75%,4686325.00,175000,7,
06/25/2020,ECOZ,ADBE,00724F101,ADOBE INC,213.00,431.680000,91947.84,1.96%,4686325.00,175000,7,
06/25/2020,ECOZ,ALL,020002101,ALLSTATE CORP,497.00,92.950000,46196.15,0.99%,4686325.00,175000,7,
06/25/2020,ECOZ,AMGN,031162100,AMGEN INC,161.00,232.510000,37434.11,0.80%,4686325.00,175000,7,
06/25/2020,ECOZ,AMZN,023135106,AMAZON COM INC,56.00,2734.400000,153126.40,3.27%,4686325.00,175000,7,
06/25/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,556.00,95.480000,53086.88,1.13%,4686325.00,175000,7,
06/25/2020,ECOZ,BAX,071813109,BAXTER INTL INC,903.00,82.470000,74470.41,1.59%,4686325.00,175000,7,
06/25/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,38.00,1610.330000,61192.54,1.31%,4686325.00,175000,7,
06/25/2020,ECOZ,BLK,09247X101,BLACKROCK INC,119.00,538.570000,64089.83,1.37%,4686325.00,175000,7,
06/25/2020,ECOZ,BLL,058498106,BALL CORP,602.00,68.980000,41525.96,0.89%,4686325.00,175000,7,
06/25/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,759.00,57.760000,43839.84,0.94%,4686325.00,175000,7,
06/25/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,528.00,151.380000,79928.64,1.71%,4686325.00,175000,7,
06/25/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,669.00,93.760000,62725.44,1.34%,4686325.00,175000,7,
06/25/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,770.00,42.750000,32917.50,0.70%,4686325.00,175000,7,
06/25/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,623.00,72.030000,44874.69,0.96%,4686325.00,175000,7,
06/25/2020,ECOZ,CLX,189054109,CLOROX CO DEL,352.00,212.030000,74634.56,1.59%,4686325.00,175000,7,
06/25/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,274.00,298.020000,81657.48,1.74%,4686325.00,175000,7,
06/25/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,252.00,185.550000,46758.60,1.00%,4686325.00,175000,7,
06/25/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,637.00,142.170000,90562.29,1.93%,4686325.00,175000,7,
06/25/2020,ECOZ,DIS,254687106,DISNEY WALT CO,735.00,112.070000,82371.45,1.76%,4686325.00,175000,7,
06/25/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,637.00,130.870000,83364.19,1.78%,4686325.00,175000,7,
06/25/2020,ECOZ,EIX,281020107,EDISON INTL,777.00,54.370000,42245.49,0.90%,4686325.00,175000,7,
06/25/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,1463.00,46.680000,68292.84,1.46%,4686325.00,175000,7,
06/25/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,728.00,82.420000,60001.76,1.28%,4686325.00,175000,7,
06/25/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,526.00,75.930000,39939.18,0.85%,4686325.00,175000,7,
06/25/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,98.00,1432.700000,140404.60,3.00%,4686325.00,175000,7,
06/25/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,189.00,198.020000,37425.78,0.80%,4686325.00,175000,7,
06/25/2020,ECOZ,GWW,384802104,GRAINGER W W INC,308.00,294.790000,90795.32,1.94%,4686325.00,175000,7,
06/25/2020,ECOZ,HD,437076102,HOME DEPOT INC,205.00,246.130000,50456.65,1.08%,4686325.00,175000,7,
06/25/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,532.00,122.070000,64941.24,1.39%,4686325.00,175000,7,
06/25/2020,ECOZ,INTU,461202103,INTUIT,161.00,286.130000,46066.93,0.98%,4686325.00,175000,7,
06/25/2020,ECOZ,IRM,46284V101,IRON MTN INC NEW,918.00,25.030000,22977.54,0.49%,4686325.00,175000,7,
06/25/2020,ECOZ,ITW,452308109,ILLINOIS TOOL WKS INC,189.00,169.030000,31946.67,0.68%,4686325.00,175000,7,
06/25/2020,ECOZ,JNJ,478160104,JOHNSON & JOHNSON,231.00,139.820000,32298.42,0.69%,4686325.00,175000,7,
06/25/2020,ECOZ,JPM,46625H100,JPMORGAN CHASE & CO.,798.00,94.660000,75538.68,1.61%,4686325.00,175000,7,
06/25/2020,ECOZ,LRCX,512807108,LAM RESEARCH CORP,224.00,305.780000,68494.72,1.46%,4686325.00,175000,7,
06/25/2020,ECOZ,MA,57636Q104,MASTERCARD INCORPORATED,315.00,294.010000,92613.15,1.98%,4686325.00,175000,7,
06/25/2020,ECOZ,MCO,615369105,MOODYS CORP,245.00,265.530000,65054.85,1.39%,4686325.00,175000,7,
06/25/2020,ECOZ,MRK,58933Y105,MERCK & CO. INC,560.00,75.870000,42487.20,0.91%,4686325.00,175000,7,
06/25/2020,ECOZ,MSCI,55354G100,MSCI INC,232.00,328.360000,76179.52,1.63%,4686325.00,175000,7,
06/25/2020,ECOZ,MSFT,594918104,MICROSOFT CORP,826.00,197.840000,163415.84,3.49%,4686325.00,175000,7,
06/25/2020,ECOZ,MSI,620076307,MOTOROLA SOLUTIONS INC,231.00,139.300000,32178.30,0.69%,4686325.00,175000,7,
06/25/2020,ECOZ,NFLX,64110L106,NETFLIX INC,175.00,457.850000,80123.75,1.71%,4686325.00,175000,7,
06/25/2020,ECOZ,NKE,654106103,NIKE INC,490.00,100.080000,49039.20,1.05%,4686325.00,175000,7,
06/25/2020,ECOZ,NVDA,67066G104,NVIDIA CORPORATION,210.00,369.420000,77578.20,1.66%,4686325.00,175000,7,
06/25/2020,ECOZ,PEP,713448108,PEPSICO INC,560.00,129.560000,72553.60,1.55%,4686325.00,175000,7,
06/25/2020,ECOZ,PLD,74340W103,PROLOGIS INC.,714.00,89.800000,64117.20,1.37%,4686325.00,175000,7,
06/25/2020,ECOZ,PYPL,70450Y103,PAYPAL HLDGS INC,301.00,168.000000,50568.00,1.08%,4686325.00,175000,7,
06/25/2020,ECOZ,QCOM,747525103,QUALCOMM INC,574.00,89.140000,51166.36,1.09%,4686325.00,175000,7,
