Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
04/07/2020,ECOZ,AAPL,037833100,APPLE INC,204.00,262.470000,53543.88,3.09%,1732875.00,75000,3,
04/07/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,219.00,75.730000,16584.87,0.96%,1732875.00,75000,3,
04/07/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,270.00,86.290000,23298.30,1.34%,1732875.00,75000,3,
04/07/2020,ECOZ,ABT,002824100,ABBOTT LABS,478.00,82.730000,39544.94,2.28%,1732875.00,75000,3,
04/07/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,75.00,166.050000,12453.75,0.72%,1732875.00,75000,3,
04/07/2020,ECOZ,ADBE,00724F101,ADOBE INC,69.00,319.130000,22019.97,1.27%,1732875.00,75000,3,
04/07/2020,ECOZ,ADP,053015103,AUTOMATIC DATA PROCESSING INC COM,57.00,139.650000,7960.05,0.46%,1732875.00,75000,3,
04/07/2020,ECOZ,AFL,001055102,AFLAC INC,315.00,35.220000,11094.30,0.64%,1732875.00,75000,3,
04/07/2020,ECOZ,ALL,020002101,ALLSTATE CORP,213.00,93.520000,19919.76,1.15%,1732875.00,75000,3,
04/07/2020,ECOZ,AMGN,031162100,AMGEN INC,69.00,211.580000,14599.02,0.84%,1732875.00,75000,3,
04/07/2020,ECOZ,AMZN,023135106,AMAZON COM INC,23.00,1997.590000,45944.57,2.65%,1732875.00,75000,3,
04/07/2020,ECOZ,AVB,053484101,AVALONBAY CMNTYS INC,63.00,145.070000,9139.41,0.53%,1732875.00,75000,3,
04/07/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,165.00,83.870000,13838.55,0.80%,1732875.00,75000,3,
04/07/2020,ECOZ,BAX,071813109,BAXTER INTL INC,387.00,84.930000,32867.91,1.90%,1732875.00,75000,3,
04/07/2020,ECOZ,BLK,09247X101,BLACKROCK INC,51.00,449.520000,22925.52,1.32%,1732875.00,75000,3,
04/07/2020,ECOZ,BLL,058498106,BALL CORP,258.00,65.620000,16929.96,0.98%,1732875.00,75000,3,
04/07/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,393.00,57.870000,22742.91,1.31%,1732875.00,75000,3,
04/07/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,174.00,65.920000,11470.08,0.66%,1732875.00,75000,3,
04/07/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,276.00,94.890000,26189.64,1.51%,1732875.00,75000,3,
04/07/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,330.00,39.780000,13127.40,0.76%,1732875.00,75000,3,
04/07/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,267.00,70.500000,18823.50,1.09%,1732875.00,75000,3,
04/07/2020,ECOZ,CLX,189054109,CLOROX CO DEL,173.00,181.380000,31378.74,1.81%,1732875.00,75000,3,
04/07/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,118.00,305.120000,36004.16,2.08%,1732875.00,75000,3,
04/07/2020,ECOZ,CPB,134429109,CAMPBELL SOUP CO,148.00,47.610000,7046.28,0.41%,1732875.00,75000,3,
04/07/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,108.00,147.550000,15935.40,0.92%,1732875.00,75000,3,
04/07/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,273.00,147.140000,40169.22,2.32%,1732875.00,75000,3,
04/07/2020,ECOZ,DIS,254687106,DISNEY WALT CO,315.00,99.580000,31367.70,1.81%,1732875.00,75000,3,
04/07/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,273.00,106.510000,29077.23,1.68%,1732875.00,75000,3,
04/07/2020,ECOZ,EIX,281020107,EDISON INTL,333.00,53.170000,17705.61,1.02%,1732875.00,75000,3,
04/07/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,280.00,34.050000,9534.00,0.55%,1732875.00,75000,3,
04/07/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,312.00,82.090000,25612.08,1.48%,1732875.00,75000,3,
04/07/2020,ECOZ,EXC,30161N101,EXELON CORP,207.00,36.320000,7518.24,0.43%,1732875.00,75000,3,
04/07/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,226.00,77.730000,17566.98,1.01%,1732875.00,75000,3,
04/07/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,42.00,1183.190000,49693.98,2.87%,1732875.00,75000,3,
04/07/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,81.00,158.230000,12816.63,0.74%,1732875.00,75000,3,
04/07/2020,ECOZ,GWW,384802104,GRAINGER W W INC,132.00,251.180000,33155.76,1.91%,1732875.00,75000,3,
04/07/2020,ECOZ,HSY,427866108,HERSHEY CO,60.00,141.860000,8511.60,0.49%,1732875.00,75000,3,
04/07/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,228.00,109.000000,24852.00,1.43%,1732875.00,75000,3,
04/07/2020,ECOZ,INTU,461202103,INTUIT,69.00,240.120000,16568.28,0.96%,1732875.00,75000,3,
04/07/2020,ECOZ,ITW,452308109,ILLINOIS TOOL WKS INC,81.00,151.040000,12234.24,0.71%,1732875.00,75000,3,
04/07/2020,ECOZ,JNJ,478160104,JOHNSON & JOHNSON,99.00,139.760000,13836.24,0.80%,1732875.00,75000,3,
04/07/2020,ECOZ,JPM,46625H100,JPMORGAN CHASE & CO.,116.00,89.460000,10377.36,0.60%,1732875.00,75000,3,
04/07/2020,ECOZ,LRCX,512807108,LAM RESEARCH CORP,96.00,250.750000,24072.00,1.39%,1732875.00,75000,3,
04/07/2020,ECOZ,MA,57636Q104,MASTERCARD INC,135.00,265.940000,35901.90,2.07%,1732875.00,75000,3,
04/07/2020,ECOZ,MCO,615369105,MOODYS CORP,105.00,229.160000,24061.80,1.39%,1732875.00,75000,3,
04/07/2020,ECOZ,MRK,58933Y105,MERCK & CO. INC,240.00,80.310000,19274.40,1.11%,1732875.00,75000,3,
04/07/2020,ECOZ,MSCI,55354G100,MSCI INC,69.00,302.490000,20871.81,1.20%,1732875.00,75000,3,
04/07/2020,ECOZ,MSFT,594918104,MICROSOFT CORP,354.00,165.270000,58505.58,3.38%,1732875.00,75000,3,
04/07/2020,ECOZ,MSI,620076307,MOTOROLA SOLUTIONS INC,99.00,140.900000,13949.10,0.80%,1732875.00,75000,3,
04/07/2020,ECOZ,NFLX,64110L106,NETFLIX INC,48.00,379.960000,18238.08,1.05%,1732875.00,75000,3,
04/07/2020,ECOZ,NKE,654106103,NIKE INC,210.00,84.630000,17772.30,1.03%,1732875.00,75000,3,
04/07/2020,ECOZ,NVDA,67066G104,NVIDIA CORP,90.00,268.400000,24156.00,1.39%,1732875.00,75000,3,
04/07/2020,ECOZ,PAYX,704326107,PAYCHEX INC,177.00,65.290000,11556.33,0.67%,1732875.00,75000,3,
04/07/2020,ECOZ,PEP,713448108,PEPSICO INC,240.00,131.160000,31478.40,1.82%,1732875.00,75000,3,
04/07/2020,ECOZ,PFE,717081103,PFIZER INC,549.00,34.570000,18978.93,1.10%,1732875.00,75000,3,
04/07/2020,ECOZ,PLD,74340W103,PROLOGIS INC.,256.00,80.230000,20538.88,1.19%,1732875.00,75000,3,
04/07/2020,ECOZ,PYPL,70450Y103,PAYPAL HLDGS INC,129.00,101.670000,13115.43,0.76%,1732875.00,75000,3,
04/07/2020,ECOZ,QCOM,747525103,QUALCOMM INC,246.00,70.950000,17453.70,1.01%,1732875.00,75000,3,
04/07/2020,ECOZ,REGN,75886F107,REGENERON PHARMACEUTICALS,59.00,504.270000,29751.93,1.72%,1732875.00,75000,3,
04/07/2020,ECOZ,RHI,770323103,ROBERT HALF INTL INC,276.00,38.150000,10529.40,0.61%,1732875.00,75000,3,
04/07/2020,ECOZ,ROK,773903109,ROCKWELL AUTOMATION INC,99.00,157.410000,15583.59,0.90%,1732875.00,75000,3,
04/07/2020,ECOZ,SBUX,855244109,STARBUCKS CORP,357.00,67.790000,24201.03,1.40%,1732875.00,75000,3,
04/07/2020,ECOZ,SJM,832696405,SMUCKER J M CO,115.00,115.190000,13246.85,0.76%,1732875.00,75000,3,
04/07/2020,ECOZ,SPGI,78409V104,S&P Global Inc,87.00,255.830000,22257.21,1.28%,1732875.00,75000,3,
