Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
06/08/2020,ECOZ,AAPL,037833100,APPLE INC,280.00,331.500000,92820.00,2.71%,3423137.50,125000,5,
06/08/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,365.00,93.850000,34255.25,1.00%,3423137.50,125000,5,
06/08/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,450.00,98.970000,44536.50,1.30%,3423137.50,125000,5,
06/08/2020,ECOZ,ABT,002824100,ABBOTT LABS,796.00,89.860000,71528.56,2.09%,3423137.50,125000,5,
06/08/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,125.00,208.490000,26061.25,0.76%,3423137.50,125000,5,
06/08/2020,ECOZ,ADBE,00724F101,ADOBE INC,153.00,392.900000,60113.70,1.76%,3423137.50,125000,5,
06/08/2020,ECOZ,ALL,020002101,ALLSTATE CORP,355.00,105.470000,37441.85,1.09%,3423137.50,125000,5,
06/08/2020,ECOZ,AMGN,031162100,AMGEN INC,115.00,225.670000,25952.05,0.76%,3423137.50,125000,5,
06/08/2020,ECOZ,AMZN,023135106,AMAZON COM INC,40.00,2483.000000,99320.00,2.90%,3423137.50,125000,5,
06/08/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,398.00,109.730000,43672.54,1.28%,3423137.50,125000,5,
06/08/2020,ECOZ,BAX,071813109,BAXTER INTL INC,645.00,89.190000,57527.55,1.68%,3423137.50,125000,5,
06/08/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,28.00,1812.640000,50753.92,1.48%,3423137.50,125000,5,
06/08/2020,ECOZ,BLK,09247X101,BLACKROCK INC,85.00,556.530000,47305.05,1.38%,3423137.50,125000,5,
06/08/2020,ECOZ,BLL,058498106,BALL CORP,430.00,73.930000,31789.90,0.93%,3423137.50,125000,5,
06/08/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,543.00,61.330000,33302.19,0.97%,3423137.50,125000,5,
06/08/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,378.00,133.530000,50474.34,1.47%,3423137.50,125000,5,
06/08/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,479.00,97.840000,46865.36,1.37%,3423137.50,125000,5,
06/08/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,550.00,54.020000,29711.00,0.87%,3423137.50,125000,5,
06/08/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,445.00,72.400000,32218.00,0.94%,3423137.50,125000,5,
06/08/2020,ECOZ,CLX,189054109,CLOROX CO DEL,252.00,197.570000,49787.64,1.45%,3423137.50,125000,5,
06/08/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,196.00,312.040000,61159.84,1.79%,3423137.50,125000,5,
06/08/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,180.00,173.880000,31298.40,0.91%,3423137.50,125000,5,
06/08/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,455.00,139.150000,63313.25,1.85%,3423137.50,125000,5,
06/08/2020,ECOZ,DIS,254687106,DISNEY WALT CO,525.00,124.820000,65530.50,1.91%,3423137.50,125000,5,
06/08/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,455.00,118.320000,53835.60,1.57%,3423137.50,125000,5,
06/08/2020,ECOZ,EIX,281020107,EDISON INTL,555.00,60.880000,33788.40,0.99%,3423137.50,125000,5,
06/08/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,1045.00,54.590000,57046.55,1.67%,3423137.50,125000,5,
06/08/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,520.00,86.520000,44990.40,1.31%,3423137.50,125000,5,
06/08/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,376.00,76.750000,28858.00,0.84%,3423137.50,125000,5,
06/08/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,70.00,1440.020000,100801.40,2.94%,3423137.50,125000,5,
06/08/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,135.00,217.920000,29419.20,0.86%,3423137.50,125000,5,
06/08/2020,ECOZ,GWW,384802104,GRAINGER W W INC,220.00,322.830000,71022.60,2.07%,3423137.50,125000,5,
06/08/2020,ECOZ,HD,437076102,HOME DEPOT INC,147.00,254.900000,37470.30,1.09%,3423137.50,125000,5,
06/08/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,380.00,137.860000,52386.80,1.53%,3423137.50,125000,5,
