Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
03/27/2020,ECOZ,AAPL,037833100,APPLE INC,204.00,258.440000,52721.76,3.10%,1699552.50,75000,3,
03/27/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,219.00,73.830000,16168.77,0.95%,1699552.50,75000,3,
03/27/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,270.00,84.160000,22723.20,1.34%,1699552.50,75000,3,
03/27/2020,ECOZ,ABT,002824100,ABBOTT LABS,414.00,75.810000,31385.34,1.85%,1699552.50,75000,3,
03/27/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,75.00,171.340000,12850.50,0.76%,1699552.50,75000,3,
03/27/2020,ECOZ,ADBE,00724F101,ADOBE INC,69.00,322.670000,22264.23,1.31%,1699552.50,75000,3,
03/27/2020,ECOZ,ADP,053015103,AUTOMATIC DATA PROCESSING INC COM,57.00,137.060000,7812.42,0.46%,1699552.50,75000,3,
03/27/2020,ECOZ,AFL,001055102,AFLAC INC,315.00,35.770000,11267.55,0.66%,1699552.50,75000,3,
03/27/2020,ECOZ,ALL,020002101,ALLSTATE CORP,213.00,89.500000,19063.50,1.12%,1699552.50,75000,3,
03/27/2020,ECOZ,AMGN,031162100,AMGEN INC,69.00,198.490000,13695.81,0.81%,1699552.50,75000,3,
03/27/2020,ECOZ,AMZN,023135106,AMAZON COM INC,18.00,1955.490000,35198.82,2.07%,1699552.50,75000,3,
03/27/2020,ECOZ,AVB,053484101,AVALONBAY CMNTYS INC,63.00,151.060000,9516.78,0.56%,1699552.50,75000,3,
03/27/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,165.00,93.290000,15392.85,0.91%,1699552.50,75000,3,
03/27/2020,ECOZ,BAX,071813109,BAXTER INTL INC,387.00,80.170000,31025.79,1.83%,1699552.50,75000,3,
03/27/2020,ECOZ,BLK,09247X101,BLACKROCK INC,51.00,451.900000,23046.90,1.36%,1699552.50,75000,3,
03/27/2020,ECOZ,BLL,058498106,BALL CORP,258.00,62.560000,16140.48,0.95%,1699552.50,75000,3,
03/27/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,393.00,52.250000,20534.25,1.21%,1699552.50,75000,3,
03/27/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,174.00,71.100000,12371.40,0.73%,1699552.50,75000,3,
03/27/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,276.00,90.820000,25066.32,1.47%,1699552.50,75000,3,
03/27/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,330.00,40.650000,13414.50,0.79%,1699552.50,75000,3,
03/27/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,267.00,63.820000,17039.94,1.00%,1699552.50,75000,3,
03/27/2020,ECOZ,CLX,189054109,CLOROX CO DEL,150.00,173.110000,25966.50,1.53%,1699552.50,75000,3,
03/27/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,104.00,292.300000,30399.20,1.79%,1699552.50,75000,3,
03/27/2020,ECOZ,CPB,134429109,CAMPBELL SOUP CO,148.00,43.590000,6451.32,0.38%,1699552.50,75000,3,
03/27/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,108.00,154.730000,16710.84,0.98%,1699552.50,75000,3,
03/27/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,273.00,137.810000,37622.13,2.21%,1699552.50,75000,3,
03/27/2020,ECOZ,DIS,254687106,DISNEY WALT CO,315.00,105.360000,33188.40,1.95%,1699552.50,75000,3,
03/27/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,273.00,99.200000,27081.60,1.59%,1699552.50,75000,3,
03/27/2020,ECOZ,EIX,281020107,EDISON INTL,333.00,57.730000,19224.09,1.13%,1699552.50,75000,3,
03/27/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,312.00,78.740000,24566.88,1.45%,1699552.50,75000,3,
03/27/2020,ECOZ,EXC,30161N101,EXELON CORP,207.00,36.590000,7574.13,0.45%,1699552.50,75000,3,
03/27/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,129.00,73.860000,9527.94,0.56%,1699552.50,75000,3,
03/27/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,42.00,1162.920000,48842.64,2.87%,1699552.50,75000,3,
03/27/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,81.00,165.790000,13428.99,0.79%,1699552.50,75000,3,
03/27/2020,ECOZ,GWW,384802104,GRAINGER W W INC,132.00,249.020000,32870.64,1.93%,1699552.50,75000,3,
03/27/2020,ECOZ,HSY,427866108,HERSHEY CO,60.00,132.450000,7947.00,0.47%,1699552.50,75000,3,
03/27/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,228.00,114.550000,26117.40,1.54%,1699552.50,75000,3,
03/27/2020,ECOZ,INTU,461202103,INTUIT,69.00,248.390000,17138.91,1.01%,1699552.50,75000,3,
03/27/2020,ECOZ,IPG,460690100,INTERPUBLIC GROUP COS INC,429.00,16.640000,7138.56,0.42%,1699552.50,75000,3,
03/27/2020,ECOZ,IR,45687V106,INGERSOLL RAND INC,153.00,23.410000,3581.73,0.21%,1699552.50,75000,3,
03/27/2020,ECOZ,ITW,452308109,ILLINOIS TOOL WKS INC,81.00,150.490000,12189.69,0.72%,1699552.50,75000,3,
03/27/2020,ECOZ,JNJ,478160104,JOHNSON & JOHNSON,99.00,126.570000,12530.43,0.74%,1699552.50,75000,3,
