Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
06/15/2020,ECOZ,AAPL,037833100,APPLE INC,280.00,338.800000,94864.00,2.88%,3294387.50,125000,5,
06/15/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,365.00,92.460000,33747.90,1.02%,3294387.50,125000,5,
06/15/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,450.00,94.870000,42691.50,1.30%,3294387.50,125000,5,
06/15/2020,ECOZ,ABT,002824100,ABBOTT LABS,796.00,89.020000,70859.92,2.15%,3294387.50,125000,5,
06/15/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,125.00,201.590000,25198.75,0.76%,3294387.50,125000,5,
06/15/2020,ECOZ,ADBE,00724F101,ADOBE INC,153.00,406.540000,62200.62,1.89%,3294387.50,125000,5,
06/15/2020,ECOZ,ALL,020002101,ALLSTATE CORP,355.00,95.700000,33973.50,1.03%,3294387.50,125000,5,
06/15/2020,ECOZ,AMGN,031162100,AMGEN INC,115.00,217.900000,25058.50,0.76%,3294387.50,125000,5,
06/15/2020,ECOZ,AMZN,023135106,AMAZON COM INC,40.00,2545.020000,101800.80,3.09%,3294387.50,125000,5,
06/15/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,398.00,101.680000,40468.64,1.23%,3294387.50,125000,5,
06/15/2020,ECOZ,BAX,071813109,BAXTER INTL INC,645.00,83.970000,54160.65,1.64%,3294387.50,125000,5,
06/15/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,28.00,1623.920000,45469.76,1.38%,3294387.50,125000,5,
06/15/2020,ECOZ,BLK,09247X101,BLACKROCK INC,85.00,527.040000,44798.40,1.36%,3294387.50,125000,5,
06/15/2020,ECOZ,BLL,058498106,BALL CORP,430.00,68.330000,29381.90,0.89%,3294387.50,125000,5,
06/15/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,543.00,56.170000,30500.31,0.93%,3294387.50,125000,5,
06/15/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,378.00,144.740000,54711.72,1.66%,3294387.50,125000,5,
06/15/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,479.00,99.900000,47852.10,1.45%,3294387.50,125000,5,
06/15/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,550.00,47.570000,26163.50,0.79%,3294387.50,125000,5,
06/15/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,445.00,72.790000,32391.55,0.98%,3294387.50,125000,5,
06/15/2020,ECOZ,CLX,189054109,CLOROX CO DEL,252.00,205.120000,51690.24,1.57%,3294387.50,125000,5,
06/15/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,196.00,298.700000,58545.20,1.78%,3294387.50,125000,5,
06/15/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,180.00,175.110000,31519.80,0.96%,3294387.50,125000,5,
06/15/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,455.00,140.740000,64036.70,1.94%,3294387.50,125000,5,
06/15/2020,ECOZ,DIS,254687106,DISNEY WALT CO,525.00,115.490000,60632.25,1.84%,3294387.50,125000,5,
06/15/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,455.00,121.970000,55496.35,1.68%,3294387.50,125000,5,
06/15/2020,ECOZ,EIX,281020107,EDISON INTL,555.00,57.570000,31951.35,0.97%,3294387.50,125000,5,
06/15/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,1045.00,48.630000,50818.35,1.54%,3294387.50,125000,5,
06/15/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,520.00,84.310000,43841.20,1.33%,3294387.50,125000,5,
06/15/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,376.00,73.200000,27523.20,0.84%,3294387.50,125000,5,
06/15/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,70.00,1412.920000,98904.40,3.00%,3294387.50,125000,5,
06/15/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,135.00,201.780000,27240.30,0.83%,3294387.50,125000,5,
06/15/2020,ECOZ,GWW,384802104,GRAINGER W W INC,220.00,303.750000,66825.00,2.03%,3294387.50,125000,5,
06/15/2020,ECOZ,HD,437076102,HOME DEPOT INC,147.00,242.450000,35640.15,1.08%,3294387.50,125000,5,
06/15/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,380.00,126.850000,48203.00,1.46%,3294387.50,125000,5,
06/15/2020,ECOZ,INTU,461202103,INTUIT,115.00,280.680000,32278.20,0.98%,3294387.50,125000,5,
06/15/2020,ECOZ,IRM,46284V101,IRON MTN INC NEW,656.00,27.820000,18249.92,0.55%,3294387.50,125000,5,
06/15/2020,ECOZ,ITW,452308109,ILLINOIS TOOL WKS INC,135.00,164.940000,22266.90,0.68%,3294387.50,125000,5,
