Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
07/01/2020,ECOZ,AAPL,037833100,APPLE INC,392.00,364.800000,143001.60,3.00%,4771707.50,175000,7,
07/01/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,511.00,98.180000,50169.98,1.05%,4771707.50,175000,7,
07/01/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,630.00,100.770000,63485.10,1.33%,4771707.50,175000,7,
07/01/2020,ECOZ,ABT,002824100,ABBOTT LABS,1114.00,91.430000,101853.02,2.13%,4771707.50,175000,7,
07/01/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,175.00,214.720000,37576.00,0.79%,4771707.50,175000,7,
07/01/2020,ECOZ,ADBE,00724F101,ADOBE INC,213.00,435.310000,92721.03,1.94%,4771707.50,175000,7,
07/01/2020,ECOZ,ALL,020002101,ALLSTATE CORP,497.00,96.990000,48204.03,1.01%,4771707.50,175000,7,
07/01/2020,ECOZ,AMGN,031162100,AMGEN INC,161.00,235.860000,37973.46,0.80%,4771707.50,175000,7,
07/01/2020,ECOZ,AMZN,023135106,AMAZON COM INC,56.00,2758.820000,154493.92,3.24%,4771707.50,175000,7,
07/01/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,556.00,94.770000,52692.12,1.10%,4771707.50,175000,7,
07/01/2020,ECOZ,BAX,071813109,BAXTER INTL INC,903.00,86.100000,77748.30,1.63%,4771707.50,175000,7,
07/01/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,38.00,1592.340000,60508.92,1.27%,4771707.50,175000,7,
07/01/2020,ECOZ,BLK,09247X101,BLACKROCK INC,119.00,544.090000,64746.71,1.36%,4771707.50,175000,7,
07/01/2020,ECOZ,BLL,058498106,BALL CORP,602.00,69.490000,41832.98,0.88%,4771707.50,175000,7,
07/01/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,759.00,58.800000,44629.20,0.94%,4771707.50,175000,7,
07/01/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,528.00,133.980000,70741.44,1.48%,4771707.50,175000,7,
07/01/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,669.00,93.280000,62404.32,1.31%,4771707.50,175000,7,
07/01/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,770.00,45.220000,34819.40,0.73%,4771707.50,175000,7,
07/01/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,623.00,73.260000,45640.98,0.96%,4771707.50,175000,7,
07/01/2020,ECOZ,CLX,189054109,CLOROX CO DEL,352.00,219.370000,77218.24,1.62%,4771707.50,175000,7,
07/01/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,274.00,303.210000,83079.54,1.74%,4771707.50,175000,7,
07/01/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,252.00,187.330000,47207.16,0.99%,4771707.50,175000,7,
07/01/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,637.00,147.910000,94218.67,1.97%,4771707.50,175000,7,
07/01/2020,ECOZ,DIS,254687106,DISNEY WALT CO,735.00,111.510000,81959.85,1.72%,4771707.50,175000,7,
07/01/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,637.00,132.050000,84115.85,1.76%,4771707.50,175000,7,
